,x,y,z,MaximumInscribedSphereRadius,CenterlineIds,TractIds,Blanking,GroupIds
0,98.40676879882812,3.084493398666382,-106.12834167480469,8.104964095407949,0,0,0,0
1,98.05326843261719,3.159261703491211,-108.03208923339844,8.104964095407949,0,0,0,0
2,97.77236938476562,3.403144121170044,-111.89436340332031,8.104964095407949,0,0,0,0
3,98.36793518066406,3.787299633026123,-115.1456527709961,8.103730553950609,0,0,0,0
4,98.57842254638672,4.135586261749268,-118.14689636230469,8.166229979313888,0,0,0,0
5,99.15975189208984,4.406037330627441,-121.10484313964844,8.001832236065981,0,0,0,0
6,99.65373992919922,4.785640239715576,-124.06137084960938,7.759634404896742,0,0,0,0
7,100.29874420166016,5.225817680358887,-126.98927307128906,7.854856308045733,0,0,0,0
8,100.88761138916016,5.760036468505859,-129.9131622314453,8.28212244993265,0,0,0,0
9,101.13573455810547,5.971065521240234,-132.921630859375,8.341704151051816,0,0,0,0
10,101.3411636352539,6.404955863952637,-135.89161682128906,8.398960264151452,0,0,0,0
11,101.70120239257812,6.658357620239258,-138.88113403320312,8.293705929433376,0,0,0,0
12,101.98814392089844,6.827763080596924,-141.89071655273438,8.394765698783289,0,0,0,0
13,102.04822540283203,7.013809680938721,-144.9126434326172,8.58610299880681,0,0,0,0
14,102.10700225830078,7.38015604019165,-147.91079711914062,8.71437939751714,0,0,0,0
15,102.04876708984375,7.983621120452881,-150.8767547607422,8.697603516170318,0,0,0,0
16,101.99115753173828,8.287896156311035,-153.8914031982422,8.869191833048133,0,0,0,0
17,102.14977264404297,8.564399719238281,-156.89932250976562,9.136557574604645,0,0,0,0
18,102.26771545410156,8.921517372131348,-159.89869689941406,9.284948828309549,0,0,0,0
19,102.07849884033203,9.314542770385742,-162.88516235351562,9.269518276977307,0,0,0,0
20,102.08721160888672,9.770892143249512,-165.87222290039062,9.017986934421717,0,0,0,0
21,102.08187103271484,10.246325492858887,-168.865966796875,8.862596110688333,0,0,0,0
22,101.95574951171875,11.001436233520508,-171.79910278320312,9.025880438674394,0,0,0,0
23,101.78435516357422,11.82717514038086,-174.6819610595703,8.878408809671122,0,0,0,0
24,101.7543716430664,12.538220405578613,-177.6241455078125,8.643763054745849,0,0,0,0
25,101.75569152832031,13.131346702575684,-180.60292053222656,8.608328690980741,0,0,0,0
26,101.83707427978516,13.601109504699707,-183.59854125976562,8.75526093529382,0,0,0,0
27,101.85420227050781,13.716087341308594,-186.6219024658203,8.934450858128717,0,0,0,0
28,101.71324920654297,13.740266799926758,-189.6185302734375,9.099648044544079,0,0,0,0
29,101.28852081298828,13.851261138916016,-192.5973358154297,9.3158195839484,0,0,0,0
30,99.2615737915039,18.085412979125977,-201.78135681152344,8.753640466359096,0,2,0,2
31,98.61653137207031,19.26466178894043,-204.55039978027344,8.51018842380196,0,2,0,2
32,98.1507568359375,20.23982048034668,-207.4323272705078,8.238552487854932,0,2,0,2
33,98.0716552734375,20.987178802490234,-210.4212188720703,7.92291112059733,0,2,0,2
34,98.13400268554688,22.458053588867188,-213.12228393554688,7.589104039806509,0,2,0,2
35,98.00788116455078,24.398090362548828,-215.5067596435547,7.366431190134754,0,2,0,2
36,98.2890625,26.724184036254883,-217.51217651367188,7.394199717245112,0,2,0,2
37,98.73638916015625,29.128870010375977,-219.31307983398438,7.459158653079539,0,2,0,2
38,101.04568481445312,36.196380615234375,-218.14666748046875,5.356864373623461,0,4,0,4
39,101.7009506225586,39.8881721496582,-217.51258850097656,4.705211252247791,0,4,0,4
40,101.53425598144531,43.544429779052734,-216.48081970214844,4.392889388952842,0,4,0,4
41,101.6328125,46.94674301147461,-214.9243621826172,4.523525155350673,0,4,0,4
42,103.61932373046875,50.04795455932617,-211.59303283691406,4.206215077430496,0,6,0,6
43,104.37374877929688,50.90285110473633,-210.6886444091797,4.043300681352154,0,6,0,6
44,107.49464416503906,53.33098602294922,-209.5811004638672,3.342111304552819,0,8,0,8
45,109.89661407470703,54.74407958984375,-208.7443084716797,3.111805114764688,0,8,0,8
